                        L                       Lg                        b                        a          Frequency / GHz                    Value
                       60                    173.3                    86.36                    43.18          2.3491997718811         -3.1718440055847
                       60                    173.3                    86.36                    43.18          2.3500998020172         -3.1714737415314
                       60                    173.3                    86.36                    43.18          2.3510000705719         -3.1711044311523
                       60                    173.3                    86.36                    43.18          2.3518998622894         -3.1707377433777
                       60                    173.3                    86.36                    43.18          2.3527998924255         -3.1703722476959
                       60                    173.3                    86.36                    43.18          2.3536999225616         -3.1700098514557
                       60                    173.3                    86.36                    43.18          2.3545999526978         -3.1696481704712
                       60                    173.3                    86.36                    43.18          2.3554999828339         -3.1692886352539
                       60                    173.3                    86.36                    43.18            2.35640001297         -3.1689331531525
                       60                    173.3                    86.36                    43.18          2.3572998046875         -3.1685795783997
                       60                    173.3                    86.36                    43.18          2.3582000732422         -3.1682267189026
                       60                    173.3                    86.36                    43.18          2.3590998649597         -3.1678776741028
                       60                    173.3                    86.36                    43.18          2.3599998950958         -3.1675305366516
                       60                    173.3                    86.36                    43.18          2.3608999252319         -3.1671867370605
                       60                    173.3                    86.36                    43.18           2.361799955368         -3.1668453216553
                       60                    173.3                    86.36                    43.18          2.3626999855042         -3.1665067672729
                       60                    173.3                    86.36                    43.18          2.3635997772217         -3.1661686897278
                       60                    173.3                    86.36                    43.18          2.3644998073578         -3.1658368110657
                       60                    173.3                    86.36                    43.18          2.3654000759125         -3.1655073165894
                       60                    173.3                    86.36                    43.18            2.36629986763         -3.1651785373688
                       60                    173.3                    86.36                    43.18          2.3671998977661         -3.1648552417755
                       60                    173.3                    86.36                    43.18          2.3680999279022         -3.1645345687866
                       60                    173.3                    86.36                    43.18          2.3689999580383         -3.1642155647278
                       60                    173.3                    86.36                    43.18          2.3698999881744         -3.1639013290405
                       60                    173.3                    86.36                    43.18          2.3708000183105         -3.1635904312134
                       60                    173.3                    86.36                    43.18          2.3716998100281         -3.1632809638977
                       60                    173.3                    86.36                    43.18          2.3726000785828         -3.1629779338837
                       60                    173.3                    86.36                    43.18          2.3734998703003         -3.1626760959625
                       60                    173.3                    86.36                    43.18          2.3743999004364         -3.1623780727386
                       60                    173.3                    86.36                    43.18          2.3752999305725         -3.1620855331421
                       60                    173.3                    86.36                    43.18          2.3761999607086         -3.1617953777313
                       60                    173.3                    86.36                    43.18          2.3770999908447         -3.1615087985992
                       60                    173.3                    86.36                    43.18          2.3779997825623          -3.161226272583
                       60                    173.3                    86.36                    43.18          2.3788998126984         -3.1609461307526
                       60                    173.3                    86.36                    43.18          2.3798000812531         -3.1606733798981
                       60                    173.3                    86.36                    43.18          2.3806998729706         -3.1604008674622
                       60                    173.3                    86.36                    43.18          2.3815999031067         -3.1601343154907
                       60                    173.3                    86.36                    43.18          2.3824999332428         -3.1598711013794
                       60                    173.3                    86.36                    43.18          2.3833999633789          -3.159613609314
                       60                    173.3                    86.36                    43.18           2.384299993515         -3.1593594551086
                       60                    173.3                    86.36                    43.18          2.3852000236511         -3.1591084003448
                       60                    173.3                    86.36                    43.18          2.3860998153687         -3.1588611602783
                       60                    173.3                    86.36                    43.18          2.3870000839233         -3.1586198806763
                       60                    173.3                    86.36                    43.18          2.3878998756409         -3.1583831310272
                       60                    173.3                    86.36                    43.18           2.388799905777         -3.1581506729126
                       60                    173.3                    86.36                    43.18          2.3896999359131         -3.1579213142395
                       60                    173.3                    86.36                    43.18          2.3905999660492         -3.1576979160309
                       60                    173.3                    86.36                    43.18          2.3914999961853         -3.1574773788452
                       60                    173.3                    86.36                    43.18          2.3923997879028         -3.1572623252869
                       60                    173.3                    86.36                    43.18          2.3932998180389         -3.1570525169373
                       60                    173.3                    86.36                    43.18          2.3942000865936         -3.1568477153778
                       60                    173.3                    86.36                    43.18          2.3950998783112         -3.1566450595856
                       60                    173.3                    86.36                    43.18          2.3959999084473         -3.1564497947693
                       60                    173.3                    86.36                    43.18          2.3968999385834         -3.1562585830688
                       60                    173.3                    86.36                    43.18          2.3977999687195         -3.1560716629028
                       60                    173.3                    86.36                    43.18          2.3986999988556         -3.1558892726898
                       60                    173.3                    86.36                    43.18          2.3996000289917         -3.1557128429413
                       60                    173.3                    86.36                    43.18          2.4004998207092         -3.1555409431458
                       60                    173.3                    86.36                    43.18          2.4014000892639         -3.1553733348846
                       60                    173.3                    86.36                    43.18          2.4022998809814         -3.1552109718323
                       60                    173.3                    86.36                    43.18          2.4031999111176          -3.155054807663
                       60                    173.3                    86.36                    43.18          2.4040999412537         -3.1549026966095
                       60                    173.3                    86.36                    43.18          2.4049999713898         -3.1547560691833
                       60                    173.3                    86.36                    43.18          2.4059000015259         -3.1546130180359
                       60                    173.3                    86.36                    43.18          2.4067997932434           -3.15447473526
                       60                    173.3                    86.36                    43.18          2.4076998233795         -3.1543436050415
                       60                    173.3                    86.36                    43.18          2.4086000919342         -3.1542172431946
                       60                    173.3                    86.36                    43.18          2.4094998836517         -3.1540951728821
                       60                    173.3                    86.36                    43.18          2.4103999137878         -3.1539783477783
                       60                    173.3                    86.36                    43.18           2.411299943924         -3.1538679599762
                       60                    173.3                    86.36                    43.18          2.4121999740601         -3.1537616252899
                       60                    173.3                    86.36                    43.18          2.4131000041962         -3.1536588668823
                       60                    173.3                    86.36                    43.18          2.4140000343323         -3.1535637378693
                       60                    173.3                    86.36                    43.18          2.4148998260498         -3.1534729003906
                       60                    173.3                    86.36                    43.18          2.4158000946045         -3.1533880233765
                       60                    173.3                    86.36                    43.18           2.416699886322         -3.1533074378967
                       60                    173.3                    86.36                    43.18          2.4175999164581         -3.1532323360443
                       60                    173.3                    86.36                    43.18          2.4184999465942         -3.1531622409821
                       60                    173.3                    86.36                    43.18          2.4193999767303         -3.1530985832214
                       60                    173.3                    86.36                    43.18          2.4203000068665         -3.1530380249023
                       60                    173.3                    86.36                    43.18           2.421199798584          -3.152984380722
                       60                    173.3                    86.36                    43.18          2.4220998287201          -3.152934551239
                       60                    173.3                    86.36                    43.18          2.4230000972748         -3.1528923511505
                       60                    173.3                    86.36                    43.18          2.4238998889923         -3.1528525352478
                       60                    173.3                    86.36                    43.18          2.4247999191284         -3.1528191566467
                       60                    173.3                    86.36                    43.18          2.4256999492645         -3.1527919769287
                       60                    173.3                    86.36                    43.18          2.4265999794006          -3.152768611908
                       60                    173.3                    86.36                    43.18          2.4275000095367         -3.1527507305145
                       60                    173.3                    86.36                    43.18          2.4284000396729         -3.1527380943298
                       60                    173.3                    86.36                    43.18          2.4292998313904         -3.1527307033539
                       60                    173.3                    86.36                    43.18          2.4302000999451         -3.1527283191681
                       60                    173.3                    86.36                    43.18          2.4310998916626         -3.1527307033539
                       60                    173.3                    86.36                    43.18          2.4319999217987         -3.1527388095856
                       60                    173.3                    86.36                    43.18          2.4328999519348         -3.1527500152588
                       60                    173.3                    86.36                    43.18          2.4337999820709          -3.152768611908
                       60                    173.3                    86.36                    43.18           2.434700012207         -3.1527924537659
                       60                    173.3                    86.36                    43.18          2.4355998039246          -3.152820110321
                       60                    173.3                    86.36                    43.18          2.4364998340607         -3.1528525352478
                       60                    173.3                    86.36                    43.18          2.4374001026154         -3.1528923511505
                       60                    173.3                    86.36                    43.18          2.4382998943329         -3.1529331207275
                       60                    173.3                    86.36                    43.18           2.439199924469         -3.1529808044434
                       60                    173.3                    86.36                    43.18          2.4400999546051         -3.1530330181122
                       60                    173.3                    86.36                    43.18          2.4409999847412         -3.1530895233154
                       60                    173.3                    86.36                    43.18          2.4419000148773         -3.1531519889832
                       60                    173.3                    86.36                    43.18          2.4428000450134         -3.1532189846039
                       60                    173.3                    86.36                    43.18           2.443699836731         -3.1532895565033
                       60                    173.3                    86.36                    43.18          2.4446001052856           -3.15336561203
                       60                    173.3                    86.36                    43.18          2.4454998970032         -3.1534452438354
                       60                    173.3                    86.36                    43.18          2.4463999271393         -3.1535315513611
                       60                    173.3                    86.36                    43.18          2.4472999572754         -3.1536209583282
                       60                    173.3                    86.36                    43.18          2.4481997489929         -3.1537139415741
                       60                    173.3                    86.36                    43.18          2.4491000175476         -3.1538128852844
                       60                    173.3                    86.36                    43.18          2.4499998092651          -3.153915643692
                       60                    173.3                    86.36                    43.18          2.4508998394012         -3.1540229320526
                       60                    173.3                    86.36                    43.18          2.4518001079559         -3.1541352272034
                       60                    173.3                    86.36                    43.18          2.4526998996735         -3.1542513370514
                       60                    173.3                    86.36                    43.18          2.4535999298096         -3.1543729305267
                       60                    173.3                    86.36                    43.18          2.4544999599457          -3.154495716095
                       60                    173.3                    86.36                    43.18          2.4553997516632         -3.1546235084534
                       60                    173.3                    86.36                    43.18          2.4563000202179         -3.1547574996948
                       60                    173.3                    86.36                    43.18           2.457200050354         -3.1548917293549
                       60                    173.3                    86.36                    43.18          2.4580998420715         -3.1550314426422
                       60                    173.3                    86.36                    43.18          2.4590001106262         -3.1551761627197
                       60                    173.3                    86.36                    43.18          2.4598999023438          -3.155323266983
                       60                    173.3                    86.36                    43.18          2.4607999324799         -3.1554737091064
                       60                    173.3                    86.36                    43.18           2.461699962616         -3.1556293964386
                       60                    173.3                    86.36                    43.18          2.4625997543335         -3.1557879447937
                       60                    173.3                    86.36                    43.18          2.4635000228882         -3.1559517383575
                       60                    173.3                    86.36                    43.18          2.4643998146057         -3.1561162471771
                       60                    173.3                    86.36                    43.18          2.4652998447418         -3.1562852859497
                       60                    173.3                    86.36                    43.18          2.4662001132965         -3.1564571857452
                       60                    173.3                    86.36                    43.18           2.467099905014         -3.1566321849823
                       60                    173.3                    86.36                    43.18          2.4679999351501         -3.1568109989166
                       60                    173.3                    86.36                    43.18          2.4688999652863         -3.1569919586182
                       60                    173.3                    86.36                    43.18          2.4697997570038         -3.1571772098541
                       60                    173.3                    86.36                    43.18          2.4707000255585         -3.1573650836945
                       60                    173.3                    86.36                    43.18          2.4716000556946         -3.1575558185577
                       60                    173.3                    86.36                    43.18          2.4724998474121         -3.1577491760254
                       60                    173.3                    86.36                    43.18          2.4733998775482         -3.1579444408417
                       60                    173.3                    86.36                    43.18          2.4742999076843         -3.1581425666809
                       60                    173.3                    86.36                    43.18          2.4751999378204         -3.1583442687988
                       60                    173.3                    86.36                    43.18          2.4760999679565         -3.1585476398468
                       60                    173.3                    86.36                    43.18          2.4769997596741         -3.1587538719177
                       60                    173.3                    86.36                    43.18          2.4779000282288         -3.1589617729187
                       60                    173.3                    86.36                    43.18          2.4787998199463         -3.1591703891754
                       60                    173.3                    86.36                    43.18          2.4796998500824         -3.1593861579895
                       60                    173.3                    86.36                    43.18          2.4805998802185         -3.1596002578735
                       60                    173.3                    86.36                    43.18          2.4814999103546         -3.1598160266876
                       60                    173.3                    86.36                    43.18          2.4823999404907         -3.1600334644318
                       60                    173.3                    86.36                    43.18          2.4832999706268         -3.1602549552917
                       60                    173.3                    86.36                    43.18          2.4841997623444         -3.1604776382446
                       60                    173.3                    86.36                    43.18           2.485100030899         -3.1607010364532
                       60                    173.3                    86.36                    43.18          2.4860000610352         -3.1609268188477
                       60                    173.3                    86.36                    43.18          2.4868998527527         -3.1611526012421
                       60                    173.3                    86.36                    43.18          2.4877998828888         -3.1613812446594
                       60                    173.3                    86.36                    43.18          2.4886999130249         -3.1616101264954
                       60                    173.3                    86.36                    43.18           2.489599943161         -3.1618409156799
                       60                    173.3                    86.36                    43.18          2.4904999732971         -3.1620719432831
                       60                    173.3                    86.36                    43.18          2.4913997650146         -3.1623058319092
                       60                    173.3                    86.36                    43.18          2.4923000335693         -3.1625399589539
                       60                    173.3                    86.36                    43.18          2.4931998252869         -3.1627728939056
                       60                    173.3                    86.36                    43.18           2.494099855423         -3.1630077362061
                       60                    173.3                    86.36                    43.18          2.4949998855591         -3.1632447242737
                       60                    173.3                    86.36                    43.18          2.4958999156952         -3.1634809970856
                       60                    173.3                    86.36                    43.18          2.4967999458313         -3.1637170314789
                       60                    173.3                    86.36                    43.18          2.4976999759674          -3.163955450058
                       60                    173.3                    86.36                    43.18          2.4985997676849         -3.1641941070557
                       60                    173.3                    86.36                    43.18          2.4995000362396         -3.1644296646118
                       60                    173.3                    86.36                    43.18          2.5004000663757         -3.1646695137024
                       60                    173.3                    86.36                    43.18          2.5012998580933           -3.16490650177
                       60                    173.3                    86.36                    43.18          2.5021998882294          -3.165144443512
                       60                    173.3                    86.36                    43.18          2.5030999183655         -3.1653821468353
                       60                    173.3                    86.36                    43.18          2.5039999485016          -3.165619134903
                       60                    173.3                    86.36                    43.18          2.5048999786377         -3.1658563613892
                       60                    173.3                    86.36                    43.18          2.5057997703552         -3.1660923957825
                       60                    173.3                    86.36                    43.18          2.5067000389099         -3.1663300991058
                       60                    173.3                    86.36                    43.18          2.5075998306274         -3.1665649414063
                       60                    173.3                    86.36                    43.18          2.5084998607635         -3.1667983531952
                       60                    173.3                    86.36                    43.18          2.5093998908997         -3.1670341491699
                       60                    173.3                    86.36                    43.18          2.5102999210358         -3.1672673225403
                       60                    173.3                    86.36                    43.18          2.5111999511719         -3.1674983501434
                       60                    173.3                    86.36                    43.18           2.512099981308         -3.1677303314209
                       60                    173.3                    86.36                    43.18          2.5129997730255         -3.1679606437683
                       60                    173.3                    86.36                    43.18          2.5139000415802         -3.1681895256042
                       60                    173.3                    86.36                    43.18          2.5148000717163         -3.1684169769287
                       60                    173.3                    86.36                    43.18          2.5156998634338         -3.1686427593231
                       60                    173.3                    86.36                    43.18          2.5165998935699         -3.1688671112061
                       60                    173.3                    86.36                    43.18          2.5174999237061         -3.1690905094147
                       60                    173.3                    86.36                    43.18          2.5183999538422         -3.1693124771118
                       60                    173.3                    86.36                    43.18          2.5192999839783         -3.1695308685303
                       60                    173.3                    86.36                    43.18          2.5201997756958         -3.1697492599487
                       60                    173.3                    86.36                    43.18          2.5211000442505         -3.1699657440186
                       60                    173.3                    86.36                    43.18           2.521999835968         -3.1701791286469
                       60                    173.3                    86.36                    43.18          2.5228998661041         -3.1703915596008
                       60                    173.3                    86.36                    43.18          2.5237998962402         -3.1706020832062
                       60                    173.3                    86.36                    43.18          2.5246999263763         -3.1708076000214
                       60                    173.3                    86.36                    43.18          2.5255999565125          -3.171014547348
                       60                    173.3                    86.36                    43.18          2.5264999866486          -3.171217918396
                       60                    173.3                    86.36                    43.18          2.5273997783661         -3.1714186668396
                       60                    173.3                    86.36                    43.18          2.5283000469208         -3.1716160774231
                       60                    173.3                    86.36                    43.18          2.5292000770569          -3.171811580658
                       60                    173.3                    86.36                    43.18          2.5300998687744         -3.1720042228699
                       60                    173.3                    86.36                    43.18          2.5309998989105         -3.1721949577332
                       60                    173.3                    86.36                    43.18          2.5318999290466          -3.172381401062
                       60                    173.3                    86.36                    43.18          2.5327999591827         -3.1725656986237
                       60                    173.3                    86.36                    43.18          2.5336999893188         -3.1727478504181
                       60                    173.3                    86.36                    43.18          2.5345997810364          -3.172926902771
                       60                    173.3                    86.36                    43.18          2.5355000495911         -3.1731014251709
                       60                    173.3                    86.36                    43.18          2.5363998413086         -3.1732738018036
                       60                    173.3                    86.36                    43.18          2.5372998714447         -3.1734440326691
                       60                    173.3                    86.36                    43.18          2.5381999015808         -3.1736102104187
                       60                    173.3                    86.36                    43.18          2.5390999317169         -3.1737720966339
                       60                    173.3                    86.36                    43.18           2.539999961853         -3.1739318370819
                       60                    173.3                    86.36                    43.18          2.5408999919891         -3.1740884780884
                       60                    173.3                    86.36                    43.18          2.5417997837067         -3.1742401123047
                       60                    173.3                    86.36                    43.18          2.5427000522614         -3.1743893623352
                       60                    173.3                    86.36                    43.18          2.5436000823975         -3.1745347976685
                       60                    173.3                    86.36                    43.18           2.544499874115         -3.1746771335602
                       60                    173.3                    86.36                    43.18          2.5453999042511         -3.1748151779175
                       60                    173.3                    86.36                    43.18          2.5462999343872         -3.1749496459961
                       60                    173.3                    86.36                    43.18          2.5471999645233         -3.1750800609589
                       60                    173.3                    86.36                    43.18          2.5480999946594         -3.1752076148987
                       60                    173.3                    86.36                    43.18           2.548999786377         -3.1753306388855
                       60                    173.3                    86.36                    43.18          2.5499000549316         -3.1754508018494
                       60                    173.3                    86.36                    43.18          2.5507998466492         -3.1755652427673
                       60                    173.3                    86.36                    43.18          2.5516998767853         -3.1756780147552
                       60                    173.3                    86.36                    43.18          2.5525999069214         -3.1757845878601
                       60                    173.3                    86.36                    43.18          2.5534999370575          -3.175888299942
                       60                    173.3                    86.36                    43.18          2.5543999671936         -3.1759881973267
                       60                    173.3                    86.36                    43.18          2.5552999973297         -3.1760830879211
                       60                    173.3                    86.36                    43.18          2.5561997890472         -3.1761755943298
                       60                    173.3                    86.36                    43.18          2.5571000576019          -3.176262140274
                       60                    173.3                    86.36                    43.18           2.558000087738         -3.1763472557068
                       60                    173.3                    86.36                    43.18          2.5588998794556          -3.176424741745
                       60                    173.3                    86.36                    43.18          2.5597999095917         -3.1765003204346
                       60                    173.3                    86.36                    43.18          2.5606999397278         -3.1765711307526
                       60                    173.3                    86.36                    43.18          2.5615999698639         -3.1766381263733
                       60                    173.3                    86.36                    43.18                   2.5625         -3.1767010688782
                       60                    173.3                    86.36                    43.18          2.5633997917175         -3.1767585277557
                       60                    173.3                    86.36                    43.18          2.5643000602722         -3.1768143177032
                       60                    173.3                    86.36                    43.18          2.5651998519897         -3.1768636703491
                       60                    173.3                    86.36                    43.18          2.5660998821259         -3.1769089698792
                       60                    173.3                    86.36                    43.18           2.566999912262         -3.1769516468048
                       60                    173.3                    86.36                    43.18          2.5678999423981          -3.176988363266
                       60                    173.3                    86.36                    43.18          2.5687999725342         -3.1770219802856
                       60                    173.3                    86.36                    43.18          2.5697000026703         -3.1770510673523
                       60                    173.3                    86.36                    43.18          2.5705997943878         -3.1770756244659
                       60                    173.3                    86.36                    43.18          2.5715000629425         -3.1770966053009
                       60                    173.3                    86.36                    43.18          2.5724000930786         -3.1771130561829
                       60                    173.3                    86.36                    43.18          2.5732998847961         -3.1771264076233
                       60                    173.3                    86.36                    43.18          2.5741999149323         -3.1771352291107
                       60                    173.3                    86.36                    43.18          2.5750999450684         -3.1771392822266
                       60                    173.3                    86.36                    43.18          2.5759999752045         -3.1771392822266
                       60                    173.3                    86.36                    43.18          2.5769000053406          -3.177136182785
                       60                    173.3                    86.36                    43.18          2.5777997970581         -3.1771287918091
                       60                    173.3                    86.36                    43.18          2.5787000656128         -3.1771168708801
                       60                    173.3                    86.36                    43.18          2.5795998573303         -3.1771011352539
                       60                    173.3                    86.36                    43.18          2.5804998874664         -3.1770830154419
                       60                    173.3                    86.36                    43.18          2.5813999176025         -3.1770577430725
                       60                    173.3                    86.36                    43.18          2.5822999477386         -3.1770315170288
                       60                    173.3                    86.36                    43.18          2.5831999778748         -3.1770002841949
                       60                    173.3                    86.36                    43.18          2.5841000080109         -3.1769652366638
                       60                    173.3                    86.36                    43.18          2.5849997997284         -3.1769273281097
                       60                    173.3                    86.36                    43.18          2.5859000682831         -3.1768851280212
                       60                    173.3                    86.36                    43.18          2.5868000984192         -3.1768391132355
                       60                    173.3                    86.36                    43.18          2.5876998901367         -3.1767897605896
                       60                    173.3                    86.36                    43.18          2.5885999202728         -3.1767373085022
                       60                    173.3                    86.36                    43.18          2.5894997119904         -3.1766822338104
                       60                    173.3                    86.36                    43.18           2.590399980545         -3.1766233444214
                       60                    173.3                    86.36                    43.18          2.5913000106812         -3.1765592098236
                       60                    173.3                    86.36                    43.18          2.5921998023987         -3.1764941215515
                       60                    173.3                    86.36                    43.18          2.5931000709534          -3.176424741745
                       60                    173.3                    86.36                    43.18          2.5939998626709         -3.1763532161713
                       60                    173.3                    86.36                    43.18           2.594899892807          -3.176276922226
                       60                    173.3                    86.36                    43.18          2.5957999229431         -3.1761994361877
                       60                    173.3                    86.36                    43.18          2.5966997146606         -3.1761181354523
                       60                    173.3                    86.36                    43.18          2.5975999832153         -3.1760361194611
                       60                    173.3                    86.36                    43.18          2.5985000133514         -3.1759488582611
                       60                    173.3                    86.36                    43.18           2.599399805069         -3.1758606433868
                       60                    173.3                    86.36                    43.18          2.6003000736237         -3.1757674217224
                       60                    173.3                    86.36                    43.18          2.6012001037598         -3.1756734848022
                       60                    173.3                    86.36                    43.18          2.6020998954773          -3.175576210022
                       60                    173.3                    86.36                    43.18          2.6029999256134         -3.1754779815674
                       60                    173.3                    86.36                    43.18          2.6038997173309         -3.1753756999969
                       60                    173.3                    86.36                    43.18          2.6047999858856         -3.1752734184265
                       60                    173.3                    86.36                    43.18          2.6057000160217         -3.1751680374146
                       60                    173.3                    86.36                    43.18          2.6065998077393         -3.1750612258911
                       60                    173.3                    86.36                    43.18          2.6075000762939         -3.1749515533447
                       60                    173.3                    86.36                    43.18          2.6083998680115         -3.1748414039612
                       60                    173.3                    86.36                    43.18          2.6092998981476         -3.1747288703918
                       60                    173.3                    86.36                    43.18          2.6101999282837         -3.1746160984039
                       60                    173.3                    86.36                    43.18          2.6110997200012         -3.1745018959045
                       60                    173.3                    86.36                    43.18          2.6119999885559         -3.1743848323822
                       60                    173.3                    86.36                    43.18           2.612900018692          -3.174268245697
                       60                    173.3                    86.36                    43.18          2.6137998104095         -3.1741497516632
                       60                    173.3                    86.36                    43.18          2.6146998405457         -3.1740295886993
                       60                    173.3                    86.36                    43.18          2.6156001091003          -3.173907995224
                       60                    173.3                    86.36                    43.18          2.6164999008179         -3.1737899780273
                       60                    173.3                    86.36                    43.18           2.617399930954         -3.1736669540405
